seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count,round,target_error,stage3_engine,stage3_engine_losses,evaluation_loss,delivered_solution_evaluation_loss,full_solution_source,loo_search_objective,consistency_l1,update_l1,eta_used,update_accepted,current_state_accepted,proposal_generated,gate_triggered,eval_loss_delta,informative,stage3_requests_cumulative,contribution_requests_cumulative
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,0,0.025548551012645616,custom,"{""bfgs"": 0.012106880933667222, ""custom"": 0.001886578509584069}",0.0018865785095840693,0.0018865785095840693,stage3_l_opt,l_opt_current_alpha,0.43741500332952454,0.2187075016647623,0.5,False,True,True,False,,True,564,1362
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,1,0.0253367554236994,custom,"{""bfgs"": 0.023853178706508285, ""custom"": 0.004257455719508701}",0.004981793773670991,0.004981793773670991,stage3_l_opt,l_opt_current_alpha,1.1713367071428562,0.5856683535714282,0.5,True,True,True,False,0.0030952152640869217,True,1401,2883
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,2,0.025402834142380242,custom,"{""bfgs"": 0.022695951702154177, ""custom"": 0.0016393959795355198}",0.00382893563558658,0.00382893563558658,stage3_l_opt,l_opt_current_alpha,1.378280687235939,0.6891403436179695,0.5,True,True,True,False,-0.0011528581380844112,True,1833,4659
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,3,0.031406335543095354,custom,"{""bfgs"": 0.014534197458451293, ""custom"": 0.0032157207880198343}",0.006924900769566496,0.006924900769566496,stage3_l_opt,l_opt_current_alpha,0.902504218644888,0.451252109322444,0.5,True,True,True,False,0.003095965133979916,True,2601,6438
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,4,0.03140632295991758,custom,"{""bfgs"": 0.04707562857039865, ""custom"": 0.0016771097768255275}",0.006924898441260059,0.006924898441260059,stage3_l_opt,l_opt_current_alpha,0.451252109322444,0.22562605466122193,0.5,True,True,True,False,-2.3283064365386963e-09,True,3270,7944
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,5,0.031406332278785455,custom,"{""bfgs"": 0.006080739387093869, ""custom"": 0.0009078054571398267}",0.0069249052709589405,0.0069249052709589405,stage3_l_opt,l_opt_current_alpha,0.22562605466122204,0.11281302733061108,0.5,True,True,True,False,6.82969888109175e-09,True,4083,10092
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,6,0.03140632835139249,custom,"{""bfgs"": 0.044472537477305785, ""custom"": 0.0005231523517145797}",0.0069249052709589405,0.0069249052709589405,stage3_l_opt,l_opt_current_alpha,0.11281302733061097,0.05640651366530543,0.5,True,True,True,False,0.0,True,4374,11679
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,7,0.031406331351292886,custom,"{""bfgs"": 0.018331672145799796, ""custom"": 0.00033082579900195616}",0.0069249052709589405,0.0069249052709589405,stage3_l_opt,l_opt_current_alpha,0.05640651366530553,0.02820325683265282,0.5,True,True,True,False,0.0,True,4671,13353
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,8,0.03140634119343393,custom,"{""bfgs"": 0.04175757713621225, ""custom"": 0.00023466555076027853}",0.0069249038739750786,0.0069249038739750786,stage3_l_opt,l_opt_current_alpha,0.02820257680321484,0.01410128840160742,0.5,True,True,True,False,-1.3969838619232178e-09,True,5838,14892
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,9,0.03140633491028716,custom,"{""bfgs"": 0.09501038500441637, ""custom"": 0.00018658299320636418}",0.006924905115738511,0.006924905115738511,stage3_l_opt,l_opt_current_alpha,0.014101515077981776,0.007050757538990887,0.5,True,True,True,False,1.2417634325315174e-09,True,6603,15972
