seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count,round,agent_id,is_poisoned,reputation_share,optimization_before,marginal_contribution,positive_contribution,leave_one_out_optimization_loss,leave_one_out_engine,leave_one_out_engine_losses,contribution_share,optimization_after
0,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,9,False,0.3778305024468295,0.3333333333333333,0.002538837570076187,0.002538837570076187,0.004425416079660256,custom,"{""bfgs"": 0.15433233976364136, ""custom"": 0.004425416079660256}",0.41671087547428515,0.37502210440380923
0,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,19,False,0.36617131850435053,0.3333333333333333,0.0006684420319894948,0.0006684420319894948,0.002555020541573564,custom,"{""bfgs"": 0.02121594796578089, ""custom"": 0.002555020541573564}",0.1146258316685711,0.2239795825009522
0,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,16,False,0.2559981790488201,0.3333333333333333,0.0028605071517328424,0.0028605071517328424,0.004747085661316911,custom,"{""bfgs"": 0.030495433757702507, ""custom"": 0.004747085661316911}",0.4686632928571438,0.4009983130952386
0,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,1,9,False,0.3778305024468295,0.37502210440380923,-0.0005544250210126238,0.0,0.003898207076173907,custom,"{""bfgs"": 0.15544427344973372, ""custom"": 0.003898207076173907}",0.006666666666666667,0.3333333333333333
0,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,1,19,False,0.36617131850435053,0.2239795825009522,-0.0024274139820287624,0.0,0.0020052143159523957,custom,"{""bfgs"": 0.024585509955620387, ""custom"": 0.0020052143159523957}",0.006666666666666667,0.3333333333333333
0,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,1,16,False,0.2559981790488201,0.4009983130952386,0.0019430978378901882,0.0019430978378901882,0.005659923753044163,custom,"{""bfgs"": 0.036030509761796545, ""custom"": 0.005659923753044163}",0.9866666666666667,0.3333333333333333
0,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,2,9,False,0.3778305024468295,0.3333333333333333,0.002538837570076187,0.002538837570076187,0.004425416079660256,custom,"{""bfgs"": 0.15433233976364136, ""custom"": 0.004425416079660256}",0.41671087547428515,0.3541777188685713
0,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,2,19,False,0.36617131850435053,0.3333333333333333,0.0006684420319894948,0.0006684420319894948,0.002555020541573564,custom,"{""bfgs"": 0.02121594796578089, ""custom"": 0.002555020541573564}",0.1146258316685711,0.2786564579171428
0,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,2,16,False,0.2559981790488201,0.3333333333333333,0.0028605071517328424,0.0028605071517328424,0.004747085661316911,custom,"{""bfgs"": 0.030495433757702507, ""custom"": 0.004747085661316911}",0.4686632928571438,0.3671658232142859
0,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,3,9,False,0.3778305024468295,0.3541777188685713,-0.0005664154887199402,0.0,0.0041603402604681915,custom,"{""bfgs"": 0.15488830660668754, ""custom"": 0.0041603402604681915}",0.006666666666666667,0.3333333333333333
0,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,3,19,False,0.36617131850435053,0.2786564579171428,-0.002436328601712982,0.0,0.0022797827384746336,custom,"{""bfgs"": 0.02290072896070064, ""custom"": 0.0022797827384746336}",0.006666666666666667,0.3333333333333333
0,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,3,16,False,0.2559981790488201,0.3671658232142859,0.0019341857017328339,0.0019341857017328339,0.006292407682302671,custom,"{""bfgs"": 0.03351896987571866, ""custom"": 0.006292407682302671}",0.9866666666666667,0.3333333333333333
0,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,4,9,False,0.3778305024468295,0.3333333333333333,0.002538837570076187,0.002538837570076187,0.004425416079660256,custom,"{""bfgs"": 0.15433233976364136, ""custom"": 0.004425416079660256}",0.41671087547428515,0.34375552610095234
